Stock,yr,bbmsy,ffmsy,bbmsy.effEdepP,ffmsy.effEdepP
Parapenaeus.longirostris,1951,1.63370433368424,0.365459324340465,1.63370433368424,0.365459324340465
Parapenaeus.longirostris,1952,1.68060480367691,0.285034577233335,1.68060480367691,0.285034577233335
Parapenaeus.longirostris,1953,1.46549895591759,0.331609209594112,1.46549895591759,0.331609209594112
Parapenaeus.longirostris,1954,1.27105228973693,0.349567149752726,1.27105228973693,0.349567149752726
Parapenaeus.longirostris,1955,1.16046764746232,0.406808419023347,1.16046764746232,0.406808419023347
Parapenaeus.longirostris,1956,1.28791144331727,0.38811511029538,1.28791144331727,0.38811511029538
Parapenaeus.longirostris,1957,1.4555937193867,0.41494748475233,1.4555937193867,0.41494748475233
Parapenaeus.longirostris,1958,1.58459786352753,0.389928516466794,1.58459786352753,0.389928516466794
Parapenaeus.longirostris,1959,1.55813976517919,0.378727264669996,1.55813976517919,0.378727264669996
Parapenaeus.longirostris,1960,1.46444975967627,0.386364475790073,1.46444975967627,0.386364475790073
Parapenaeus.longirostris,1961,1.30344869437054,0.500665849405934,1.30344869437054,0.500665849405934
Parapenaeus.longirostris,1962,1.37872018418997,0.322268529325304,1.37872018418997,0.322268529325304
Parapenaeus.longirostris,1963,1.428879491726,0.301238268980361,1.428879491726,0.301238268980361
Parapenaeus.longirostris,1964,1.53968532865278,0.360721536603515,1.53968532865278,0.360721536603515
Parapenaeus.longirostris,1965,1.3532713191828,0.405281024686348,1.3532713191828,0.405281024686348
Parapenaeus.longirostris,1966,1.18196501114167,0.411156798933855,1.18196501114167,0.411156798933855
Parapenaeus.longirostris,1967,1.13342439661415,0.434890428180097,1.13342439661415,0.434890428180097
Parapenaeus.longirostris,1968,1.10393037750357,0.44022065189637,1.10393037750357,0.44022065189637
Parapenaeus.longirostris,1969,1.1788050938889,0.400480122998503,1.1788050938889,0.400480122998503
Parapenaeus.longirostris,1970,1.25639190012426,0.389176508376304,1.25639190012426,0.389176508376304
Parapenaeus.longirostris,1971,1.29194447291836,0.360303922935594,1.29194447291836,0.360303922935594
Parapenaeus.longirostris,1972,1.49213296769278,0.346255114124439,1.49213296769278,0.346255114124439
Parapenaeus.longirostris,1973,1.8059969668938,0.345894000310651,1.8059969668938,0.345894000310651
Parapenaeus.longirostris,1974,1.73726078592279,0.401699711681948,1.73726078592279,0.401699711681948
Parapenaeus.longirostris,1975,1.61612153920397,0.434215449396617,1.61612153920397,0.434215449396617
Parapenaeus.longirostris,1976,1.48269073008342,0.42707676089561,1.48269073008342,0.42707676089561
Parapenaeus.longirostris,1977,1.54551141855898,0.434962454363358,1.54551141855898,0.434962454363358
Parapenaeus.longirostris,1978,1.46106025819022,0.444233277866726,1.46106025819022,0.444233277866726
Parapenaeus.longirostris,1979,1.37326574688703,0.438610488227257,1.37326574688703,0.438610488227257
Parapenaeus.longirostris,1980,1.35162656771351,0.455956652952279,1.35162656771351,0.455956652952279
Parapenaeus.longirostris,1981,1.38285685063261,0.507259476116625,1.38285685063261,0.507259476116625
Parapenaeus.longirostris,1982,1.42991666605599,0.517511244998534,1.42991666605599,0.517511244998534
Parapenaeus.longirostris,1983,1.5625763407044,0.606286892893902,1.5625763407044,0.606286892893902
Parapenaeus.longirostris,1984,1.82810344477012,0.729791633055144,1.82810344477012,0.729791633055144
Parapenaeus.longirostris,1985,1.83827609099421,0.812615380378144,1.83827609099421,0.812615380378144
Parapenaeus.longirostris,1986,1.57537025029459,0.776184117839947,1.57537025029459,0.776184117839947
Parapenaeus.longirostris,1987,1.3692638479646,0.790802415386299,1.3692638479646,0.790802415386299
Parapenaeus.longirostris,1988,1.32530829475897,0.90870207380599,1.32530829475897,0.90870207380599
Parapenaeus.longirostris,1989,1.31757070674435,0.733570326629329,1.31757070674435,0.733570326629329
Parapenaeus.longirostris,1990,1.60154821402155,1.00520828612899,1.60154821402155,1.00520828612899
Parapenaeus.longirostris,1991,1.45605551836391,0.99503363462585,1.45605551836391,0.99503363462585
Parapenaeus.longirostris,1992,1.29884370543543,1.04828421772419,1.29884370543543,1.04828421772419
Parapenaeus.longirostris,1993,1.03224464541336,0.898608209869098,1.03224464541336,0.898608209869098
Parapenaeus.longirostris,1994,0.980465366933251,0.975308204948046,0.980465366933251,0.975308204948046
Parapenaeus.longirostris,1995,0.80060810400929,0.851194139190636,0.80060810400929,0.851194139190636
Parapenaeus.longirostris,1996,0.733725332194312,0.861131860311119,0.733725332194312,0.861131860311119
Parapenaeus.longirostris,1997,0.777940247682468,0.903036723317854,0.777940247682468,0.903036723317854
Parapenaeus.longirostris,1998,0.716397680412522,0.787571778746719,0.716397680412522,0.787571778746719
Parapenaeus.longirostris,1999,0.794356277890555,0.809387715962907,0.794356277890555,0.809387715962907
Parapenaeus.longirostris,2000,0.926428177170144,0.923461405822797,0.926428177170144,0.923461405822797
Parapenaeus.longirostris,2001,0.879896695873285,0.87580082251273,0.879896695873285,0.87580082251273
Parapenaeus.longirostris,2002,0.847474178965645,0.830090845910763,0.847474178965645,0.830090845910763
Parapenaeus.longirostris,2003,0.801225380931738,0.822204416314448,0.801225380931738,0.822204416314448
Parapenaeus.longirostris,2004,0.823877845842739,0.649015017928502,0.823877845842739,0.649015017928502
Parapenaeus.longirostris,2005,1.13611898690375,0.997631218991136,1.13611898690375,0.997631218991136
Parapenaeus.longirostris,2006,1.14150953601484,1.00052239792196,1.14150953601484,1.00052239792196
Parapenaeus.longirostris,2007,0.980862429565336,0.954316628944223,0.980862429565336,0.954316628944223
Parapenaeus.longirostris,2008,1.01122598065936,0.932733226917199,1.01122598065936,0.932733226917199
Parapenaeus.longirostris,2009,1.08019426699727,1.00062859014651,1.08019426699727,1.00062859014651
Parapenaeus.longirostris,2010,1.02928203620012,1.02375070087001,1.02928203620012,1.02375070087001
Parapenaeus.longirostris,2011,1.04917984361909,0.988321909838093,1.04917984361909,0.988321909838093
Parapenaeus.longirostris,2012,1.10266315609341,0.96758370353248,1.10266315609341,0.96758370353248
Parapenaeus.longirostris,2013,1.12793082960884,0.988008635632512,1.12793082960884,0.988008635632512
Parapenaeus.longirostris,2014,1.13023619357274,0.974814034096425,1.13023619357274,0.974814034096425
Parapenaeus.longirostris,2015,1.14034618638405,1.11307595621306,1.14034618638405,1.11307595621306
Parapenaeus.longirostris,2016,1.02692412523792,1.34910690840365,1.02692412523792,1.34910690840365
Parapenaeus.longirostris,2017,0.891058815989425,1.86607528196477,0.891058815989425,1.86607528196477
Parapenaeus.longirostris,2018,0.67618094937662,2.66032870349144,0.67618094937662,2.66032870349144
Aristeidae,1996,1.41570943860293,0.420406013055827,1.41570943860293,0.420406013055827
Aristeidae,1997,1.24097707793952,0.51103538479311,1.24097707793952,0.51103538479311
Aristeidae,1998,0.927718628469572,0.349752546100818,0.927718628469572,0.349752546100818
Aristeidae,1999,1.23985001175318,0.452398943665009,1.23985001175318,0.452398943665009
Aristeidae,2000,1.7467694862312,0.673457818359654,1.7467694862312,0.673457818359654
Aristeidae,2001,1.08414696417741,0.445649492174419,1.08414696417741,0.445649492174419
Aristeidae,2002,1.09600129425316,0.425197108723732,1.09600129425316,0.425197108723732
Aristeidae,2003,1.19447190144461,0.53159387834422,1.19447190144461,0.53159387834422
Aristeidae,2004,1.11011856890898,0.367078739301577,1.11011856890898,0.367078739301577
Aristeidae,2005,1.52355831090221,0.549119606867915,1.52355831090221,0.549119606867915
Aristeidae,2006,1.62210023184522,0.588721310569193,1.62210023184522,0.588721310569193
Aristeidae,2007,1.36065852148869,0.621253606742457,1.36065852148869,0.621253606742457
Aristeidae,2008,1.25428348527301,0.509186427718336,1.25428348527301,0.509186427718336
Aristeidae,2009,1.38034892671734,0.564652885303046,1.38034892671734,0.564652885303046
Aristeidae,2010,1.36390435312741,0.62441330948904,1.36390435312741,0.62441330948904
Aristeidae,2011,1.33075687436088,0.575593658728777,1.33075687436088,0.575593658728777
Aristeidae,2012,1.37727824019537,0.583710172997667,1.37727824019537,0.583710172997667
Aristeidae,2013,1.30189972903504,0.689582475376096,1.30189972903504,0.689582475376096
Aristeidae,2014,0.90796269719759,0.823879115109713,0.90796269719759,0.823879115109713
Penaeus.kerathurus,1951,1.2466529224485,0.00629571747906307,1.2466529224485,0.00629571747906307
Penaeus.kerathurus,1952,0.365533048341441,0.0214715868504803,0.365533048341441,0.0214715868504803
Penaeus.kerathurus,1953,0.220549251723805,0.0355864938685572,0.220549251723805,0.0355864938685572
Penaeus.kerathurus,1954,0.203527457799863,0.0385627309407162,0.203527457799863,0.0385627309407162
Penaeus.kerathurus,1955,0.285180220548547,0.0825643648681586,0.285180220548547,0.0825643648681586
Penaeus.kerathurus,1956,0.371785314260326,0.0844420077194169,0.371785314260326,0.0844420077194169
Penaeus.kerathurus,1957,0.380119704631238,0.0619429182325457,0.380119704631238,0.0619429182325457
Penaeus.kerathurus,1958,0.402219943201128,0.0585394239658035,0.402219943201128,0.0585394239658035
Penaeus.kerathurus,1959,0.430913772451057,0.0546413813803701,0.430913772451057,0.0546413813803701
Penaeus.kerathurus,1960,0.477944572441928,0.0656860652613663,0.477944572441928,0.0656860652613663
Penaeus.kerathurus,1961,0.478688912389064,0.0655839263542832,0.478688912389064,0.0655839263542832
Penaeus.kerathurus,1962,0.716043811637147,0.0657661539695952,0.716043811637147,0.0657661539695952
Penaeus.kerathurus,1963,0.765425814552409,0.0512693356100983,0.765425814552409,0.0512693356100983
Penaeus.kerathurus,1964,0.78904415945355,0.049734697989651,0.78904415945355,0.049734697989651
Penaeus.kerathurus,1965,0.808371750305358,0.0776729230453124,0.808371750305358,0.0776729230453124
Penaeus.kerathurus,1966,0.64052224612537,0.0612669945631199,0.64052224612537,0.0612669945631199
Penaeus.kerathurus,1967,0.588725784491706,0.0666573029492871,0.588725784491706,0.0666573029492871
Penaeus.kerathurus,1968,0.594308542580998,0.0792373728309422,0.594308542580998,0.0792373728309422
Penaeus.kerathurus,1969,0.56803146780816,0.0552685901326491,0.56803146780816,0.0552685901326491
Penaeus.kerathurus,1970,0.651449193847535,0.061203174883023,0.651449193847535,0.061203174883023
Penaeus.kerathurus,1971,0.729566579557724,0.0542196107429533,0.729566579557724,0.0542196107429533
Penaeus.kerathurus,1972,0.955483829917124,0.0634139416805793,0.955483829917124,0.0634139416805793
Penaeus.kerathurus,1973,1.11384331426235,0.0487610200611765,1.11384331426235,0.0487610200611765
Penaeus.kerathurus,1974,1.18415105503536,0.0648882969367179,1.18415105503536,0.0648882969367179
Penaeus.kerathurus,1975,1.21091912644073,0.0689631799999533,1.21091912644073,0.0689631799999533
Penaeus.kerathurus,1976,1.18935570875374,0.0756246967894893,1.18935570875374,0.0756246967894893
Penaeus.kerathurus,1977,1.12011765041899,0.0599091646803108,1.12011765041899,0.0599091646803108
Penaeus.kerathurus,1978,1.1582700209472,0.076705658265685,1.1582700209472,0.076705658265685
Penaeus.kerathurus,1979,1.03116386221954,0.0559436044850175,1.03116386221954,0.0559436044850175
Penaeus.kerathurus,1980,1.27807573150935,0.0851133005607774,1.27807573150935,0.0851133005607774
Penaeus.kerathurus,1981,1.33610637336297,0.0709605035855833,1.33610637336297,0.0709605035855833
Penaeus.kerathurus,1982,1.74201350926677,0.0947949074925024,1.74201350926677,0.0947949074925024
Penaeus.kerathurus,1983,2.15375786322727,0.143068561154756,2.15375786322727,0.143068561154756
Penaeus.kerathurus,1984,1.84393400136923,0.113135889114526,1.84393400136923,0.113135889114526
Penaeus.kerathurus,1985,1.68685770059973,0.105059729859649,1.68685770059973,0.105059729859649
Penaeus.kerathurus,1986,1.99913846803909,0.138547780384835,1.99913846803909,0.138547780384835
Penaeus.kerathurus,1987,2.08500290540147,0.165855019062031,2.08500290540147,0.165855019062031
Penaeus.kerathurus,1988,1.80614906257013,0.190114506942707,1.80614906257013,0.190114506942707
Penaeus.kerathurus,1989,1.35293275922152,0.137893488669092,1.35293275922152,0.137893488669092
Penaeus.kerathurus,1990,1.1020959676863,0.146774080596379,1.1020959676863,0.146774080596379
Penaeus.kerathurus,1991,0.908757743517305,0.120998726942264,0.908757743517305,0.120998726942264
Penaeus.kerathurus,1992,1.04810077516469,0.157330817924352,1.04810077516469,0.157330817924352
Penaeus.kerathurus,1993,1.20690181421744,0.148270139823617,1.20690181421744,0.148270139823617
Penaeus.kerathurus,1994,1.55918570079945,0.147539655627668,1.55918570079945,0.147539655627668
Penaeus.kerathurus,1995,1.96507465239793,0.179891282649585,1.96507465239793,0.179891282649585
Penaeus.kerathurus,1996,2.0305279941934,0.169299595084785,2.0305279941934,0.169299595084785
Penaeus.kerathurus,1997,2.50647062933646,0.187190619251155,2.50647062933646,0.187190619251155
Penaeus.kerathurus,1998,2.37244961088043,0.180562402415617,2.37244961088043,0.180562402415617
Penaeus.kerathurus,1999,2.53251765627067,0.184397604177667,2.53251765627067,0.184397604177667
Penaeus.kerathurus,2000,2.85481241660023,0.211471813095024,2.85481241660023,0.211471813095024
Penaeus.kerathurus,2001,2.2747802234105,0.170822185000125,2.2747802234105,0.170822185000125
Penaeus.kerathurus,2002,2.19746299014779,0.149259365805698,2.19746299014779,0.149259365805698
Penaeus.kerathurus,2003,2.22225761956744,0.165111757992093,2.22225761956744,0.165111757992093
Penaeus.kerathurus,2004,2.51605798496583,0.184075402701457,2.51605798496583,0.184075402701457
Penaeus.kerathurus,2005,2.64613005916525,0.197598767926581,2.64613005916525,0.197598767926581
Penaeus.kerathurus,2006,2.57271771499402,0.195763036408354,2.57271771499402,0.195763036408354
Penaeus.kerathurus,2007,2.29683421746863,0.225120337520358,2.29683421746863,0.225120337520358
Penaeus.kerathurus,2008,2.13153635157073,0.175195313425499,2.13153635157073,0.175195313425499
Penaeus.kerathurus,2009,2.26005003962874,0.188292164790549,2.26005003962874,0.188292164790549
Penaeus.kerathurus,2010,2.2374770327265,0.217657677127384,2.2374770327265,0.217657677127384
Penaeus.kerathurus,2011,2.35690454776127,0.213521843070437,2.35690454776127,0.213521843070437
Penaeus.kerathurus,2012,2.37036647862394,0.195621137577672,2.37036647862394,0.195621137577672
Penaeus.kerathurus,2013,2.46725777744965,0.21765033173354,2.46725777744965,0.21765033173354
Penaeus.kerathurus,2014,2.46966226847334,0.21473712907994,2.46966226847334,0.21473712907994
Penaeus.kerathurus,2015,2.4525122466327,0.256497497448812,2.4525122466327,0.256497497448812
Penaeus.kerathurus,2016,1.50592995826132,0.362844075349936,1.50592995826132,0.362844075349936
Penaeus.kerathurus,2017,0.999314855452291,0.388692267053678,0.999314855452291,0.388692267053678
Penaeus.kerathurus,2018,0.691964666930775,0.347305817130629,0.691964666930775,0.347305817130629
Plesionika.edwardsii,2008,1.44540995775014,0.1705290333117,1.44540995775014,0.1705290333117
Plesionika.edwardsii,2009,1.5468890762925,0.24977931450493,1.5468890762925,0.24977931450493
Plesionika.edwardsii,2010,1.5659319024552,0.353096057769878,1.5659319024552,0.353096057769878
Plesionika.edwardsii,2011,1.09284689757602,0.164585696196406,1.09284689757602,0.164585696196406
Plesionika.edwardsii,2012,1.72560649235419,0.308841653787338,1.72560649235419,0.308841653787338
Plesionika.edwardsii,2013,1.97436835422174,0.337411178710184,1.97436835422174,0.337411178710184
Plesionika.edwardsii,2014,1.78151443881177,0.28045266112902,1.78151443881177,0.28045266112902
Plesionika.edwardsii,2015,1.8653631525755,0.349985724566573,1.8653631525755,0.349985724566573
Plesionika.edwardsii,2016,1.33188850154128,0.575198333614571,1.33188850154128,0.575198333614571
Plesionika.edwardsii,2017,0.910176483086609,0.424512059223067,0.910176483086609,0.424512059223067
Plesionika.edwardsii,2018,0.708820319437819,4.27624802194091,0.708820319437819,4.27624802194091
Aristeus.antennatus,1955,1.21675856376248,0.0340656968797584,1.21675856376248,0.0340656968797584
Aristeus.antennatus,1956,0.552388946407623,0.037518607747806,0.552388946407623,0.037518607747806
Aristeus.antennatus,1957,0.814972037223279,0.101720614980135,0.814972037223279,0.101720614980135
Aristeus.antennatus,1958,1.22858910943125,0.118081829244441,1.22858910943125,0.118081829244441
Aristeus.antennatus,1959,1.338660549528,0.108372544094611,1.338660549528,0.108372544094611
Aristeus.antennatus,1960,1.14872237891321,0.0811874919756024,1.14872237891321,0.0811874919756024
Aristeus.antennatus,1961,1.23611701344697,0.134128817767498,1.23611701344697,0.134128817767498
Aristeus.antennatus,1962,1.53316868202094,0.0946236713107206,1.53316868202094,0.0946236713107206
Aristeus.antennatus,1963,1.44762663852436,0.0715822148230751,1.44762663852436,0.0715822148230751
Aristeus.antennatus,1964,1.62936228550251,0.0890373189082976,1.62936228550251,0.0890373189082976
Aristeus.antennatus,1965,1.6525202577491,0.10033094169857,1.6525202577491,0.10033094169857
Aristeus.antennatus,1966,1.79233403764893,0.115630589885337,1.79233403764893,0.115630589885337
Aristeus.antennatus,1967,2.09996227131649,0.148037403963683,2.09996227131649,0.148037403963683
Aristeus.antennatus,1968,1.72807919950636,0.1199300599788,1.72807919950636,0.1199300599788
Aristeus.antennatus,1969,1.81318422123554,0.114300929611935,1.81318422123554,0.114300929611935
Aristeus.antennatus,1970,1.77489318624815,0.105090142486098,1.77489318624815,0.105090142486098
Aristeus.antennatus,1971,1.68420181455552,0.0984436141815268,1.68420181455552,0.0984436141815268
Aristeus.antennatus,1972,1.78905350081871,0.0865344359666742,1.78905350081871,0.0865344359666742
Aristeus.antennatus,1973,2.36371017126181,0.10205879818654,2.36371017126181,0.10205879818654
Aristeus.antennatus,1974,2.63748677516517,0.151577112829164,2.63748677516517,0.151577112829164
Aristeus.antennatus,1975,2.19756488505938,0.131654408141347,2.19756488505938,0.131654408141347
Aristeus.antennatus,1976,2.00609548774268,0.123144876615776,2.00609548774268,0.123144876615776
Aristeus.antennatus,1977,2.20937996411812,0.128511457609268,2.20937996411812,0.128511457609268
Aristeus.antennatus,1978,2.21594027289646,0.140195888050383,2.21594027289646,0.140195888050383
Aristeus.antennatus,1979,2.02624196534831,0.123352426107314,2.02624196534831,0.123352426107314
Aristeus.antennatus,1980,2.16649705079581,0.143491062197929,2.16649705079581,0.143491062197929
Aristeus.antennatus,1981,2.22439960211774,0.163048547227443,2.22439960211774,0.163048547227443
Aristeus.antennatus,1982,2.27949287386111,0.1827466869,2.27949287386111,0.1827466869
Aristeus.antennatus,1983,2.13124323421093,0.196917223432892,2.13124323421093,0.196917223432892
Aristeus.antennatus,1984,2.08032044994797,0.203331404267189,2.08032044994797,0.203331404267189
Aristeus.antennatus,1985,2.10329727129765,0.202982340365574,2.10329727129765,0.202982340365574
Aristeus.antennatus,1986,2.52944109039109,0.288655453846265,2.52944109039109,0.288655453846265
Aristeus.antennatus,1987,2.54660271906238,0.332935399879692,2.54660271906238,0.332935399879692
Aristeus.antennatus,1988,1.09799631875072,0.176105310851961,1.09799631875072,0.176105310851961
Aristeus.antennatus,1989,1.2978791906593,0.244314281799712,1.2978791906593,0.244314281799712
Aristeus.antennatus,1990,1.29203349819611,0.232587259838609,1.29203349819611,0.232587259838609
Aristeus.antennatus,1991,1.32895675496096,0.254819639418092,1.32895675496096,0.254819639418092
Aristeus.antennatus,1992,1.35530630704738,0.265157140815487,1.35530630704738,0.265157140815487
Aristeus.antennatus,1993,1.29132795098221,0.251812964414762,1.29132795098221,0.251812964414762
Aristeus.antennatus,1994,1.34318027478045,0.251504055617871,1.34318027478045,0.251504055617871
Aristeus.antennatus,1995,1.21264464783738,0.227818133151007,1.21264464783738,0.227818133151007
Aristeus.antennatus,1996,1.18705402537944,0.2493155783247,1.18705402537944,0.2493155783247
Aristeus.antennatus,1997,1.28294899023495,0.219533985125519,1.28294899023495,0.219533985125519
Aristeus.antennatus,1998,1.3568827760026,0.255379267559096,1.3568827760026,0.255379267559096
Aristeus.antennatus,1999,1.33546033003692,0.206711637174722,1.33546033003692,0.206711637174722
Aristeus.antennatus,2000,1.64296691507209,0.240176117262959,1.64296691507209,0.240176117262959
Aristeus.antennatus,2001,1.77304709384631,0.258206480733726,1.77304709384631,0.258206480733726
Aristeus.antennatus,2002,1.78081318742334,0.234037473495666,1.78081318742334,0.234037473495666
Aristeus.antennatus,2003,1.79155373846527,0.238649803999137,1.79155373846527,0.238649803999137
Aristeus.antennatus,2004,1.94485655776834,0.255003896525182,1.94485655776834,0.255003896525182
Aristeus.antennatus,2005,1.92850989736104,0.259314704030661,1.92850989736104,0.259314704030661
Aristeus.antennatus,2006,1.88808412580485,0.269367323535661,1.88808412580485,0.269367323535661
Aristeus.antennatus,2007,1.6426747242938,0.278825437650882,1.6426747242938,0.278825437650882
Aristeus.antennatus,2008,1.80353935537487,0.299346233237469,1.80353935537487,0.299346233237469
Aristeus.antennatus,2009,1.71680272684667,0.28525615290211,1.71680272684667,0.28525615290211
Aristeus.antennatus,2010,1.47343742991482,0.279484587117521,1.47343742991482,0.279484587117521
Aristeus.antennatus,2011,1.51800314370762,0.291075882597028,1.51800314370762,0.291075882597028
Aristeus.antennatus,2012,1.50376975564941,0.274398420876091,1.50376975564941,0.274398420876091
Aristeus.antennatus,2013,1.40469686464577,0.262620777567533,1.40469686464577,0.262620777567533
Aristeus.antennatus,2014,1.42446174326481,0.251411212092507,1.42446174326481,0.251411212092507
Aristeus.antennatus,2015,1.64791105584103,0.363710814773312,1.64791105584103,0.363710814773312
Aristeus.antennatus,2016,1.29466187574574,0.429795467808498,1.29466187574574,0.429795467808498
Aristeus.antennatus,2017,0.996205390763562,0.665584503544756,0.996205390763562,0.665584503544756
Aristeus.antennatus,2018,0.717759101088659,1.28231215448953,0.717759101088659,1.28231215448953
Metapenaeus.monoceros,2002,1.51285626337428,0.24529688760631,1.51285626337428,0.24529688760631
Metapenaeus.monoceros,2003,1.69846319326469,0.282529129902872,1.69846319326469,0.282529129902872
Metapenaeus.monoceros,2004,1.80410406401824,0.330497730642074,1.80410406401824,0.330497730642074
Metapenaeus.monoceros,2005,1.27806834351534,0.282589811310352,1.27806834351534,0.282589811310352
Metapenaeus.monoceros,2006,0.917735525886758,0.333405041943007,0.917735525886758,0.333405041943007
Metapenaeus.monoceros,2007,0.520644606915648,0.492772556930416,0.520644606915648,0.492772556930416
Metapenaeus.monoceros,2008,0.187612994743378,0.0849297808650365,0.187612994743378,0.0849297808650365
Metapenaeus.monoceros,2009,0.265554138012089,0.414800369389446,0.265554138012089,0.414800369389446
