"","variable","year","mean","sd","lower","upper"
"157","dep_t",1968,0.556011275389913,0.0680087285990959,0.462055176209546,0.670367484776146
"158","dep_t",1969,0.593644411587641,0.0715791137539911,0.489308457261265,0.716219615949391
"159","dep_t",1970,0.632866357943916,0.07744249373487,0.516895810800753,0.760840374070065
"160","dep_t",1971,0.650566068320548,0.0776916119845862,0.531338151166228,0.77878164495325
"161","dep_t",1972,0.75135803657842,0.0896353809538716,0.615875439303124,0.906880785982591
"162","dep_t",1973,0.909836643606087,0.112195381497242,0.741223503607422,1.09382542134001
"163","dep_t",1974,0.874629411851156,0.102602541983078,0.721319757736802,1.04343262650923
"164","dep_t",1975,0.813365380642273,0.0932094805272286,0.671964635228035,0.969575156960802
"165","dep_t",1976,0.746445136166186,0.087651388002253,0.614028455261855,0.888452365031357
"166","dep_t",1977,0.778823087742715,0.0983430778710385,0.637316719479966,0.946015851490528
"167","dep_t",1978,0.735566541371394,0.0863853564636663,0.599319874042577,0.883331213090671
"168","dep_t",1979,0.691585653879739,0.083143875708419,0.563492509738777,0.830767357680691
"169","dep_t",1980,0.680884950364486,0.0830815828228225,0.55366775138584,0.817890901060142
"170","dep_t",1981,0.696239943747973,0.0820078316306175,0.569742032381873,0.83167420396885
"171","dep_t",1982,0.719433284862715,0.0805125741448887,0.595496122932967,0.845636738070514
"172","dep_t",1983,0.78585945086716,0.0852097675135595,0.659870403765925,0.930127595944732
"173","dep_t",1984,0.919675284686708,0.102886672491059,0.764114134229809,1.08703572429392
"174","dep_t",1985,0.924783964830414,0.102941391268658,0.772119502693205,1.10286877681604
"175","dep_t",1986,0.792774111047643,0.0906377109719548,0.656081601942195,0.942432036597265
"176","dep_t",1987,0.689011873694688,0.0777881729805676,0.572254628791371,0.817833023331731
"177","dep_t",1988,0.666761118205477,0.0745010220076803,0.55744879456528,0.793351823316087
"178","dep_t",1989,0.662864785059246,0.0742362830370221,0.556969712422667,0.788151783383183
"179","dep_t",1990,0.805680427269308,0.0893385845937264,0.668232165660936,0.959699633408353
"180","dep_t",1991,0.732651672227154,0.0826212194165398,0.60898764948699,0.866268417888554
"181","dep_t",1992,0.653870952405209,0.0769208717395978,0.544564588592396,0.785348222144224
"182","dep_t",1993,0.519450335176418,0.0592426955157016,0.432032621000402,0.618159293264234
"183","dep_t",1994,0.49358969486106,0.0580563474551206,0.40784766018445,0.586423500501788
"184","dep_t",1995,0.403293660534964,0.049158603234759,0.326949609347165,0.483952503221935
"185","dep_t",1996,0.36944777010322,0.0440757393987538,0.303400720537693,0.443762965860993
"186","dep_t",1997,0.391702517304832,0.0466530207704436,0.32341665466845,0.473155622734494
"187","dep_t",1998,0.360556857750318,0.0415312458204848,0.29923987306943,0.430083510492997
"188","dep_t",1999,0.399939757398357,0.0471601659210188,0.328372808724,0.479278305093964
"189","dep_t",2000,0.466384817682423,0.0547972590143458,0.385784609935555,0.560337641687649
"190","dep_t",2001,0.442768256153757,0.0501561075762892,0.36909159221209,0.527189913420608
"191","dep_t",2002,0.426496050797578,0.0488158041690434,0.352169282467218,0.507158307723107
"192","dep_t",2003,0.403445674632414,0.0481670731328302,0.330908560895599,0.485283133088013
"193","dep_t",2004,0.414778620994531,0.0488417355784602,0.341537170508562,0.497215485399952
"194","dep_t",2005,0.571743827304454,0.0652387522173008,0.471529612986122,0.681737219115015
"195","dep_t",2006,0.574506373936716,0.0659788203484083,0.476779789652742,0.683978076359614
"196","dep_t",2007,0.493449248078122,0.0547862944677513,0.409915598191545,0.585588017336883
"197","dep_t",2008,0.509037242547122,0.0596716251940321,0.42421573365296,0.611078346219097
